Slice	X	Y	AREA
0	0	0	NP
1	63	82	158
2	65	72	143
3	65	72	150
4	65	72	146
5	65	73	145
6	67	71	157
7	69	68	148
8	69	68	129
9	69	68	143
10	69	69	132
11	69	69	133
12	69	67	119
12	69	56	35	f
13	69	66	97
13	68	56	48	f
14	69	65	85
14	72	55	62	f
15	72	51	116
16	72	51	124
17	72	50	152
18	71	50	146
19	71	52	138
20	69	52	132
21	69	53	120
22	69	53	120
23	69	52	142
24	69	48	151
25	71	44	152
26	72	41	177
27	71	39	168
28	70	40	174
29	68	37	173
30	68	37	143
31	67	35	163
32	67	35	178
33	70	36	164
34	70	35	170
35	70	32	169
36	70	34	163
37	68	33	165
38	66	29	175
39	66	30	166
40	69	31	154
41	71	29	171
42	73	27	166
43	74	27	179
44	73	27	166
45	74	27	166
46	73	27	161
47	69	28	166
48	65	25	159
49	64	24	157
50	62	22	171
51	62	22	170
52	62	22	158
53	63	23	152
54	63	24	157
55	65	25	153
56	63	24	174
57	66	25	140
58	68	25	153
59	70	25	159
60	70	25	153
61	70	23	153
62	71	23	162
63	71	23	148
64	71	23	149
65	72	23	140
66	72	23	142
67	72	23	139
68	73	23	142
69	73	23	158
70	73	23	161
71	73	23	147
72	77	22	167
73	78	22	159
74	73	23	145
75	72	23	145
76	71	24	149
77	71	24	127
78	70	24	140
79	70	23	147
80	71	23	145
81	71	24	139
82	71	23	154
83	74	23	159
84	71	23	145
85	70	24	145
86	69	25	141
87	69	24	126
88	65	20	146
89	63	18	162
90	64	21	161
91	63	22	152
92	63	21	162
93	65	21	139
94	65	22	133
95	66	23	136
96	66	22	131
97	66	25	143
98	66	36	144
99	67	46	160
100	69	49	158
101	69	52	139
102	69	53	113
103	69	53	116
104	69	52	123
105	71	47	150
106	72	43	142
107	69	39	155
108	68	37	146
109	68	38	144
110	68	36	116
111	67	35	112
112	66	32	148
113	65	32	158
114	66	33	124
115	67	34	111
116	67	35	115
117	66	35	118
118	67	34	145
119	68	33	139
120	68	33	142
121	69	31	168
122	69	31	161
123	70	28	171
124	72	26	153
125	73	26	153
126	73	26	144
127	73	25	153
128	73	26	139
129	73	25	151
130	73	25	144
131	73	25	149
132	73	24	162
133	74	24	139
134	74	24	140
135	75	23	151
136	74	24	142
137	76	23	168
138	76	23	158
139	76	23	164
140	76	23	162
141	75	23	175
142	77	21	182
143	74	23	163
144	71	23	164
145	69	22	161
146	66	21	160
147	68	21	151
148	72	20	142
149	73	21	153
150	75	19	159
151	81	19	154
152	90	18	166
153	100	22	170
154	109	23	184
155	108	23	173
156	108	24	171
157	110	25	182
158	109	25	176
159	111	26	174
160	114	31	144
161	118	40	155
162	119	51	172
163	120	63	165
164	116	73	179
165	116	74	175
166	115	80	172
