Slice	X	Y	AREA
995	17	43	161
996	18	49	158
997	19	57	166
998	22	66	170
999	22	67	171
1000	22	67	171
1001	21	66	163
1002	21	67	166
1003	21	70	172
1004	22	77	167
1005	23	79	168
1006	23	79	153
1007	24	80	158
1008	24	80	142
1009	25	81	124
1010	26	81	125
1011	26	81	126
1012	26	81	135
1013	26	81	130
1014	25	81	129
1015	25	81	128
1016	25	81	129
1017	25	81	131
1018	25	81	128
1019	25	81	132
1020	26	81	132
1021	25	81	146
1022	25	81	150
1023	25	81	146
1024	25	81	145
1025	25	81	144
1026	24	80	138
1027	24	79	121
1028	24	79	122
1029	24	79	121
1030	25	80	139
1031	25	80	144
1032	25	80	146
1033	24	80	126
1034	26	81	111
1035	29	85	86
1035	40	87	33	f
1036	42	86	71
1036	32	85	45	f
1037	45	87	119
1038	56	85	167
1039	64	81	180
1040	64	82	163
1041	63	83	167
1042	64	83	164
1043	63	82	161
1044	64	81	169
1045	64	81	159
1046	64	80	163
1047	67	78	173
1048	65	80	150
1049	64	80	149
1050	64	80	144
1051	65	80	144
1052	65	80	145
1053	65	80	143
1054	65	80	143
1055	65	80	140
1056	65	80	142
1057	65	80	145
1058	65	80	145
1059	65	80	146
1060	66	80	158
1061	67	80	163
1062	66	80	159
1063	67	79	169
1064	64	80	160
1065	57	86	143
1066	57	86	164
1067	56	84	167
1068	53	86	167
1069	53	86	160
1070	53	87	157
1071	53	88	166
1072	53	88	173
1073	54	86	151
1074	54	85	165
1075	53	85	158
1076	53	85	154
1077	53	85	155
1078	55	86	151
1079	54	86	164
1080	54	87	158
1081	56	86	160
1082	63	80	182
1083	66	77	166
1084	69	70	150
1085	69	69	127
1086	68	67	103
1087	69	66	85
1088	69	66	87
1089	69	66	84
1090	68	66	84
1090	69	56	34	f
1091	69	66	81
1092	69	66	80
1093	68	65	87
1094	68	65	89
1095	68	66	92
1096	68	66	93
1097	68	66	94
1098	67	66	99
1099	67	66	101
1100	68	66	101
1101	67	66	97
1102	68	66	99
1103	68	66	100
1104	68	66	100
1105	69	66	95
1106	69	66	93
1107	69	66	92
1108	68	66	98
1109	68	66	97
1110	68	66	98
1111	68	66	99
1112	68	66	98
1113	68	66	99
1114	68	66	100
1115	68	66	110
1116	68	66	122
1117	68	67	110
1118	68	67	105
1119	68	67	105
1120	68	67	106
1121	68	67	105
1122	67	67	107
1123	68	66	114
1124	68	66	109
1125	68	66	107
1126	68	66	101
1127	68	66	98
1128	69	67	93
1129	68	67	104
1130	68	67	110
1131	68	66	110
1132	68	67	111
1133	67	67	103
1134	68	67	103
1135	68	67	108
1136	68	67	109
1137	67	67	113
1138	68	66	113
1139	67	67	115
1140	67	67	115
1141	67	67	104
1142	67	67	106
1143	67	67	105
1144	68	67	108
1145	67	67	108
1146	67	67	115
1147	67	67	116
1148	67	67	114
1149	67	67	120
1150	67	67	113
1151	67	67	109
1152	67	67	113
1153	67	67	109
1154	67	67	107
1155	67	67	111
1156	68	67	117
1157	68	66	114
1158	68	66	114
1159	68	66	113
1160	68	67	106
1161	68	67	105
1162	68	67	103
1163	67	66	116
1164	67	67	122
1165	67	67	121
1166	67	67	112
1167	67	67	110
1168	67	67	106
1169	67	67	106
1170	68	67	103
1171	69	67	97
1172	68	66	107
1173	68	66	109
1174	69	67	107
1175	68	67	110
1176	68	67	109
1177	68	67	107
1178	68	67	102
1179	68	67	113
1180	68	66	111
1181	68	67	110
1182	68	66	107
1183	69	67	98
1184	69	67	91
1185	69	67	98
1186	69	67	91
1187	68	67	93
1188	69	67	92
1189	68	67	106
1190	69	67	98
1191	69	67	97
1192	68	67	110
1193	68	67	111
1194	68	67	110
1195	68	67	109
1196	68	66	112
1197	68	67	109
1198	68	66	109
1199	68	66	109
1200	69	67	97
1201	69	67	97
1202	69	67	98
1203	69	67	100
1204	68	66	106
1205	69	67	96
1206	69	67	94
1207	68	66	117
1208	68	67	126
1209	68	66	125
1210	68	67	129
1211	68	67	123
1212	69	67	103
1213	69	67	103
1214	69	67	103
1215	69	67	105
1216	68	67	106
1217	69	67	105
1218	68	67	109
