Slice	X	Y	AREA
0	0	0	NP
1	84	86	161
2	83	86	146
3	86	85	134
4	84	85	142
5	81	89	156
6	77	89	158
7	71	80	168
8	69	81	156
9	65	81	166
10	62	84	174
11	56	89	169
12	59	89	149
13	62	89	153
14	64	89	162
15	65	87	169
16	69	88	185
17	76	88	172
18	81	86	175
19	77	86	146
20	76	86	136
21	76	85	132
22	76	85	125
23	75	87	154
24	70	81	165
25	66	73	176
26	66	72	182
27	66	69	138
28	65	66	92
28	68	55	42	f
29	64	43	151
30	65	40	133
31	65	39	131
32	63	34	153
33	64	31	159
34	66	21	144
35	65	24	157
36	62	21	170
37	60	22	172
38	60	22	156
39	60	22	154
40	60	22	154
41	59	22	167
42	61	22	157
43	60	21	156
44	58	20	153
45	56	19	169
46	51	17	169
47	40	19	170
48	35	21	104
49	35	21	NP
50	30	19	66
51	31	19	76
52	31	19	77
53	20	17	96
54	18	18	100
55	17	20	80
56	15	20	78
57	15	19	69
58	15	19	82
59	14	19	86
60	16	19	53
61	30	24	51
62	32	18	138
63	38	15	177
64	41	15	167
65	42	17	155
66	43	17	142
67	43	17	139
68	45	18	137
69	44	20	113
70	45	20	95
71	44	19	101
72	41	19	129
73	42	16	164
74	42	16	157
75	41	18	151
76	38	16	160
77	37	15	164
78	25	15	153
79	19	17	149
80	19	17	162
81	24	15	87
82	24	15	NP
83	20	38	124
84	20	45	190
85	21	47	164
86	20	45	158
87	21	48	174
88	17	70	179
89	20	75	192
90	21	77	200
91	27	83	177
92	29	86	143
93	31	85	148
94	41	85	170
95	44	86	158
96	46	84	184
97	46	86	171
98	53	90	174
99	64	92	164
100	77	89	179
101	77	88	177
102	74	88	149
103	72	82	177
104	68	74	186
105	68	76	158
106	68	79	152
107	60	83	174
108	52	88	169
109	51	87	162
110	49	87	155
111	52	87	160
112	53	88	159
113	56	87	152
114	63	81	167
115	67	79	155
116	68	78	165
117	68	77	164
118	70	70	155
119	68	54	74
119	70	64	64	f
120	68	55	68
120	69	63	30	f
121	68	52	93
121	61	45	39	f
122	65	38	152
123	63	29	165
124	62	24	173
125	58	22	161
126	56	19	176
127	52	17	167
128	46	18	171
129	39	19	160
130	34	19	123
131	19	19	107
132	19	19	NP
133	19	19	NP
134	19	19	NP
135	17	16	125
136	17	16	123
137	16	17	129
138	16	17	130
139	20	16	89
140	20	15	79
141	20	16	52
142	29	15	108
143	36	14	166
144	42	13	160
145	42	14	158
146	43	15	151
147	46	17	124
148	45	18	99
149	46	17	91
150	46	17	105
151	45	16	119
152	42	19	146
153	42	19	153
154	37	17	157
155	30	15	164
156	28	13	154
157	23	16	48
158	23	15	66
159	24	15	68
160	31	18	133
161	35	18	143
162	36	15	170
163	36	14	169
164	40	15	164
165	38	16	153
166	34	17	129
167	32	18	106
168	31	18	103
169	32	18	103
170	32	18	101
171	31	17	101
172	31	17	97
173	31	18	103
174	31	17	92
175	31	16	113
176	31	16	120
177	31	16	118
178	29	17	131
179	24	16	148
180	23	16	143
181	25	16	79
182	24	16	41
183	18	37	132
184	20	45	171
185	21	53	169
186	22	67	171
187	21	71	176
188	21	74	193
189	24	85	168
190	23	83	160
191	25	83	157
192	30	85	151
193	38	86	169
194	46	86	181
195	51	85	188
196	52	85	180
197	52	85	163
198	51	84	131
199	51	84	117
200	48	85	141
201	48	86	132
202	51	87	167
203	63	83	182
204	67	82	168
205	67	78	180
206	68	73	162
207	66	74	162
208	65	72	162
209	68	74	154
210	70	69	132
211	70	67	109
211	73	56	46	f
212	69	67	117
213	70	68	122
214	68	66	88
215	69	66	105
216	69	66	123
217	70	66	135
218	68	67	127
219	68	66	111
220	62	53	44
220	68	56	42	f
221	65	53	110
222	64	44	144
223	67	37	121
224	65	35	118
225	66	30	112
226	63	23	156
227	62	21	150
228	62	20	160
229	60	18	165
230	63	22	135
231	69	17	152
232	73	15	169
233	78	16	151
234	84	14	165
235	92	14	171
236	101	16	166
237	102	18	180
238	106	19	194
239	109	20	176
240	106	17	155
241	109	15	170
242	115	15	190
243	115	15	184
244	116	15	192
245	108	16	149
246	106	18	166
247	107	19	181
248	110	21	169
249	115	29	175
250	117	35	177
251	117	51	188
252	116	62	181
253	115	70	180
254	121	85	181
255	120	82	177
256	114	88	180
257	106	90	172
258	93	91	162
259	91	92	177
260	92	91	170
261	85	88	165
262	76	83	182
263	72	81	175
264	70	83	176
265	60	86	168
266	56	90	183
267	53	89	167
268	50	87	183
269	49	86	154
270	51	86	137
271	49	88	134
272	48	86	129
273	48	85	153
274	50	87	140
275	52	87	166
276	51	87	178
277	54	86	169
278	67	80	184
279	68	81	167
280	79	85	189
281	83	89	186
282	83	88	177
283	84	86	156
284	86	86	142
285	85	86	139
286	83	85	140
287	83	85	166
288	80	85	181
289	73	82	187
290	70	82	165
291	64	84	184
292	58	87	160
293	60	88	155
294	62	87	159
295	65	75	166
296	65	71	165
297	65	67	125
298	68	52	103
299	66	46	144
300	65	42	140
301	63	28	159
302	62	20	157
303	61	20	158
304	58	17	169
305	44	15	158
306	38	15	174
307	38	15	175
308	36	13	157
309	30	15	85
310	28	15	71
311	15	19	76
312	14	19	85
313	14	18	93
314	15	19	84
315	15	19	75
316	22	15	47
317	28	14	90
318	30	14	115
319	37	14	168
320	41	13	173
321	42	15	168
322	44	18	132
323	43	19	133
324	44	19	117
325	44	19	103
326	45	21	85
327	45	21	90
328	43	19	152
329	43	19	156
330	42	18	159
331	39	16	165
332	35	15	150
333	27	16	45
334	17	34	56
335	18	36	117
336	19	42	171
337	21	52	170
338	20	64	162
339	20	75	176
340	21	76	188
341	27	83	168
342	29	84	150
343	29	84	136
344	32	85	168
345	37	86	167
346	38	88	165
347	38	87	154
348	39	86	153
349	46	85	163
350	54	85	173
351	59	82	183
352	67	77	183
353	69	73	162
354	68	71	147
355	67	71	137
356	71	71	143
357	70	69	146
358	70	65	86
358	70	54	70	f
359	70	53	118
360	70	51	139
361	68	48	116
361	61	41	31	f
362	66	44	150
363	67	45	140
364	69	46	118
365	67	44	158
366	70	47	118
367	70	47	117
368	70	47	116
369	69	46	143
370	69	44	161
371	68	28	168
372	66	18	148
373	56	16	164
374	50	16	156
375	39	19	161
376	33	19	89
377	33	19	NP
378	33	19	NP
379	33	19	NP
380	33	19	NP
381	33	19	NP
382	17	35	79
383	17	35	82
384	16	34	59
385	16	32	50
386	17	33	49
387	16	33	51
388	16	33	52
389	16	33	NP
390	16	33	NP
391	18	35	64
392	20	38	156
393	21	45	183
394	21	59	175
395	21	73	189
396	22	83	177
397	21	81	169
398	17	82	171
399	19	83	165
400	20	82	166
401	26	85	149
402	37	87	163
403	42	87	158
404	51	86	182
405	54	85	177
406	50	86	148
407	50	85	124
408	49	85	137
409	48	87	137
410	46	88	150
411	45	88	161
412	49	89	162
413	50	89	168
414	54	87	164
415	54	87	171
416	57	85	167
417	68	81	171
418	73	84	171
419	83	84	177
420	82	85	170
421	83	85	167
422	84	85	157
423	83	85	131
424	83	84	119
425	79	84	175
426	78	84	182
427	71	78	167
428	66	71	172
429	65	66	104
430	69	54	70
430	66	64	70	f
431	69	49	161
432	66	41	162
433	66	41	150
434	66	35	151
435	62	24	160
436	56	19	161
437	52	17	160
438	40	18	145
439	33	20	108
440	30	23	44
441	30	23	NP
442	14	18	92
443	14	18	91
444	14	18	95
445	14	19	84
446	14	19	87
447	13	19	92
448	14	19	59
449	15	22	58
450	15	22	60
451	16	21	58
452	16	21	NP
453	16	21	NP
454	16	21	NP
455	16	21	NP
